id,name,base_experience,height,weight,abilities,primary_type,secondary_type,move_1,move_2,move_3,move_4,move_5,hp,attack,defense,special-attack,special-defense,speed
10198,butterfree-gmax,178,170,10000,"compound-eyes, tinted-lens",bug,flying,,,,,,60,45,50,90,80,70
10199,pikachu-gmax,112,210,10000,"static, lightning-rod",electric,,,,,,,35,55,40,50,50,90
10200,meowth-gmax,58,330,10000,"pickup, technician, unnerve",normal,,,,,,,40,45,35,40,40,90
10201,machamp-gmax,227,250,10000,"guts, no-guard, steadfast",fighting,,,,,,,90,130,80,65,85,55
10202,gengar-gmax,225,200,10000,cursed-body,ghost,poison,,,,,,60,65,60,130,75,110
10203,kingler-gmax,166,190,10000,"hyper-cutter, shell-armor, sheer-force",water,,,,,,,55,130,115,50,50,75
10204,lapras-gmax,187,240,10000,"water-absorb, shell-armor, hydration",water,ice,,,,,,130,85,80,85,95,60
10205,eevee-gmax,65,180,10000,"run-away, adaptability, anticipation",normal,,,,,,,55,55,50,45,65,55
10206,snorlax-gmax,189,350,10000,"immunity, thick-fat, gluttony",normal,,,,,,,160,110,65,65,110,30
10207,garbodor-gmax,166,210,10000,"stench, weak-armor, aftermath",poison,,,,,,,80,95,82,60,82,75
10208,melmetal-gmax,270,250,10000,iron-fist,steel,,,,,,,135,143,143,80,65,34
10209,rillaboom-gmax,265,280,10000,"overgrow, grassy-surge",grass,,,,,,,100,125,90,60,70,85
10210,cinderace-gmax,265,270,10000,"blaze, libero",fire,,,,,,,80,116,75,65,75,119
10211,inteleon-gmax,265,400,10000,"torrent, sniper",water,,,,,,,70,85,65,125,65,120
10212,corviknight-gmax,248,140,10000,"pressure, unnerve, mirror-armor",flying,steel,,,,,,98,87,105,53,85,67
10213,orbeetle-gmax,253,140,10000,"swarm, frisk, telepathy",bug,psychic,,,,,,60,45,110,80,120,90
10214,drednaw-gmax,170,240,10000,"strong-jaw, shell-armor, swift-swim",water,rock,,,,,,90,115,90,48,68,74
10215,coalossal-gmax,255,420,10000,"steam-engine, flame-body, flash-fire",rock,fire,,,,,,110,80,120,80,90,30
10216,flapple-gmax,170,240,10000,"ripen, gluttony, hustle",grass,dragon,,,,,,70,110,80,95,60,70
10217,appletun-gmax,170,240,10000,"ripen, gluttony, thick-fat",grass,dragon,,,,,,110,85,80,100,80,30
10218,sandaconda-gmax,179,220,10000,"sand-spit, shed-skin, sand-veil",ground,,,,,,,72,107,125,65,70,71
10219,toxtricity-amped-gmax,176,240,10000,"punk-rock, plus, technician",electric,poison,,,,,,75,98,70,114,70,75
10220,centiskorch-gmax,184,750,10000,"flash-fire, white-smoke, flame-body",fire,bug,,,,,,100,115,65,90,90,65
10221,hatterene-gmax,255,260,10000,"healer, anticipation, magic-bounce",psychic,fairy,,,,,,57,90,95,136,103,29
10222,grimmsnarl-gmax,255,320,10000,"prankster, frisk, pickpocket",dark,fairy,,,,,,95,120,65,95,75,60
10223,alcremie-gmax,173,300,10000,"sweet-veil, aroma-veil",fairy,,,,,,,65,60,75,110,121,64
10224,copperajah-gmax,175,230,10000,"sheer-force, heavy-metal",steel,,,,,,,122,130,69,80,69,30
10225,duraludon-gmax,187,430,10000,"light-metal, heavy-metal, stalwart",steel,dragon,,,,,,70,95,115,120,50,85
10226,urshifu-single-strike-gmax,275,290,10000,unseen-fist,fighting,dark,,,,,,100,130,100,63,60,97
10227,urshifu-rapid-strike-gmax,275,260,10000,unseen-fist,fighting,water,,,,,,100,130,100,63,60,97
10228,toxtricity-low-key-gmax,176,240,10000,"punk-rock, minus, technician",electric,poison,,,,,,75,98,70,114,70,75
10229,growlithe-hisui,70,8,227,"intimidate, flash-fire, rock-head",fire,rock,double-kick,tackle,body-slam,take-down,thrash,60,75,45,65,50,55
10230,arcanine-hisui,194,20,1680,"intimidate, flash-fire, rock-head",fire,rock,tackle,body-slam,take-down,double-edge,leer,95,115,80,95,80,90
10231,voltorb-hisui,66,5,130,"soundproof, static, aftermath",electric,grass,tackle,take-down,double-edge,leech-seed,solar-beam,40,30,50,55,55,100
10232,electrode-hisui,172,12,710,"soundproof, static, aftermath",electric,grass,tackle,take-down,double-edge,hyper-beam,solar-beam,60,50,70,80,80,150
10233,typhlosion-hisui,240,16,698,"blaze, frisk",fire,ghost,fire-punch,thunder-punch,tackle,body-slam,take-down,73,84,78,119,85,95
10234,qwilfish-hisui,88,5,39,"poison-point, swift-swim, intimidate",dark,poison,swords-dance,tackle,take-down,double-edge,poison-sting,65,95,85,55,55,85
10235,sneasel-hisui,86,9,270,"inner-focus, keen-eye, pickpocket",fighting,poison,scratch,swords-dance,take-down,leer,low-kick,55,95,55,35,75,115
10236,samurott-hisui,238,15,582,"torrent, sharpness",water,dark,swords-dance,tackle,body-slam,take-down,tail-whip,90,108,80,100,65,85
10237,lilligant-hisui,168,12,192,"chlorophyll, hustle, leaf-guard",grass,fighting,swords-dance,mega-kick,take-down,hyper-beam,low-kick,70,105,75,50,75,105
10238,zorua-hisui,66,7,125,illusion,normal,ghost,scratch,take-down,leer,roar,hyper-beam,35,60,40,85,40,70
10239,zoroark-hisui,179,16,730,illusion,normal,ghost,scratch,swords-dance,body-slam,take-down,leer,55,100,60,125,60,110
10240,braviary-hisui,179,17,434,"keen-eye, sheer-force, tinted-lens",psychic,flying,wing-attack,whirlwind,fly,body-slam,take-down,110,83,70,112,70,65
10241,sliggoo-hisui,158,7,685,"sap-sipper, shell-armor, gooey",steel,dragon,tackle,body-slam,take-down,water-gun,hydro-pump,58,75,83,83,113,40
10242,goodra-hisui,270,17,3341,"sap-sipper, shell-armor, gooey",steel,dragon,fire-punch,thunder-punch,tackle,body-slam,take-down,80,100,100,110,150,60
10243,avalugg-hisui,180,14,2624,"strong-jaw, ice-body, sturdy",ice,rock,tackle,body-slam,take-down,double-edge,bite,95,127,184,34,36,38
10244,decidueye-hisui,239,16,370,"overgrow, scrappy",grass,fighting,swords-dance,gust,tackle,take-down,growl,88,112,80,95,95,60
10245,dialga-origin,306,70,8487,"pressure, telepathy",steel,dragon,body-slam,take-down,flamethrower,ice-beam,blizzard,100,100,120,150,120,90
10246,palkia-origin,306,63,6590,"pressure, telepathy",water,dragon,body-slam,take-down,flamethrower,hydro-pump,surf,90,100,100,150,120,120
10247,basculin-white-striped,161,10,180,"rattled, adaptability, mold-breaker",water,,headbutt,tackle,take-down,thrash,double-edge,70,92,65,80,55,98
10248,basculegion-female,265,30,1100,"swift-swim, adaptability, mold-breaker",water,ghost,headbutt,tackle,take-down,thrash,double-edge,120,92,65,100,75,78
10249,enamorus-therian,116,16,480,overcoat,fairy,flying,fly,body-slam,take-down,hyper-beam,psychic,74,115,110,135,100,46
10250,tauros-paldea-combat-breed,172,14,1150,"intimidate, anger-point, cud-chew",fighting,,double-kick,headbutt,tackle,body-slam,take-down,75,110,105,30,70,100
10251,tauros-paldea-blaze-breed,172,14,850,"intimidate, anger-point, cud-chew",fighting,fire,double-kick,headbutt,tackle,body-slam,take-down,75,110,105,30,70,100
10252,tauros-paldea-aqua-breed,172,14,1100,"intimidate, anger-point, cud-chew",fighting,water,double-kick,headbutt,tackle,body-slam,take-down,75,110,105,30,70,100
10253,wooper-paldea,42,4,110,"poison-point, water-absorb, unaware",poison,ground,slam,double-kick,tackle,body-slam,take-down,55,45,45,25,25,15
10254,oinkologne-female,171,10,1200,"aroma-veil, gluttony, thick-fat",normal,,headbutt,tackle,body-slam,take-down,double-edge,115,90,70,59,90,65
10255,dudunsparce-three-segment,182,45,474,"serene-grace, run-away, rattled",normal,,body-slam,take-down,double-edge,flamethrower,ice-beam,125,100,80,85,75,55
10256,palafin-hero,160,18,974,"zero-to-hero, zero-to-hero",water,,ice-punch,body-slam,take-down,supersonic,mist,100,160,97,106,87,100
10257,maushold-family-of-three,165,3,28,"friend-guard, cheek-pouch, technician",normal,,pound,take-down,double-edge,hyper-beam,low-kick,74,75,70,65,75,111
10258,tatsugiri-droopy,166,3,80,"commander, storm-drain",dragon,water,take-down,water-gun,hydro-pump,surf,hyper-beam,68,50,60,120,95,82
10259,tatsugiri-stretchy,166,3,80,"commander, storm-drain",dragon,water,take-down,water-gun,hydro-pump,surf,hyper-beam,68,50,60,120,95,82
10260,squawkabilly-blue-plumage,146,6,24,"intimidate, hustle, guts",normal,flying,fly,fury-attack,take-down,double-edge,growl,82,96,51,45,51,92
10261,squawkabilly-yellow-plumage,146,6,24,"intimidate, hustle, sheer-force",normal,flying,fly,fury-attack,take-down,double-edge,growl,82,96,51,45,51,92
10262,squawkabilly-white-plumage,146,6,24,"intimidate, hustle, sheer-force",normal,flying,fly,fury-attack,take-down,double-edge,growl,82,96,51,45,51,92
10263,gimmighoul-roaming,60,1,10,"run-away, run-away",ghost,,tackle,take-down,night-shade,confuse-ray,light-screen,45,30,25,75,45,80
10264,koraidon-limited-build,335,35,3030,"orichalcum-pulse, orichalcum-pulse",fighting,dragon,swords-dance,body-slam,take-down,roar,flamethrower,100,135,115,85,100,135
10265,koraidon-sprinting-build,335,35,3030,"orichalcum-pulse, orichalcum-pulse",fighting,dragon,swords-dance,body-slam,take-down,roar,flamethrower,100,135,115,85,100,135
10266,koraidon-swimming-build,335,35,3030,"orichalcum-pulse, orichalcum-pulse",fighting,dragon,swords-dance,body-slam,take-down,roar,flamethrower,100,135,115,85,100,135
10267,koraidon-gliding-build,335,35,3030,"orichalcum-pulse, orichalcum-pulse",fighting,dragon,swords-dance,body-slam,take-down,roar,flamethrower,100,135,115,85,100,135
10268,miraidon-low-power-mode,335,28,2400,"hadron-engine, hadron-engine",electric,dragon,swords-dance,body-slam,take-down,hyper-beam,solar-beam,100,85,100,135,115,135
10269,miraidon-drive-mode,335,28,2400,"hadron-engine, hadron-engine",electric,dragon,swords-dance,body-slam,take-down,hyper-beam,solar-beam,100,85,100,135,115,135
10270,miraidon-aquatic-mode,335,28,2400,"hadron-engine, hadron-engine",electric,dragon,swords-dance,body-slam,take-down,hyper-beam,solar-beam,100,85,100,135,115,135
10271,miraidon-glide-mode,335,28,2400,"hadron-engine, hadron-engine",electric,dragon,swords-dance,body-slam,take-down,hyper-beam,solar-beam,100,85,100,135,115,135
10272,ursaluna-bloodmoon,275,24,2900,minds-eye,ground,normal,fire-punch,ice-punch,thunder-punch,scratch,swords-dance,113,70,120,135,65,52
10273,ogerpon-wellspring-mask,275,12,398,water-absorb,grass,water,swords-dance,slam,vine-whip,double-kick,take-down,80,120,84,60,96,110
10274,ogerpon-hearthflame-mask,275,12,398,mold-breaker,grass,fire,swords-dance,slam,vine-whip,double-kick,take-down,80,120,84,60,96,110
10275,ogerpon-cornerstone-mask,275,12,398,sturdy,grass,rock,swords-dance,slam,vine-whip,double-kick,take-down,80,120,84,60,96,110
10276,terapagos-terastal,90,3,160,tera-shell,normal,,headbutt,body-slam,take-down,double-edge,roar,95,95,110,105,110,85
10277,terapagos-stellar,90,17,770,teraform-zero,normal,,headbutt,body-slam,take-down,double-edge,roar,160,105,110,130,110,85
